level,gap,name,status,width_cm,step_cm,walk_round_cm,x,z,room,between,and,objects_forming_gap,objects_in_the_way,pinches,key
jungle,13,,warp,38.180,111.31,449,21279,-3984,0x28,generic 0x1b42e8 (preset 0x0210),generic 0x1b46e8 (preset 0x0218),0x1b42e8 0x1b46e8,,6,0x1b42e8.2 | 0x1b4468.0
control,27,,warp,0.000067,111.49,none found,445,-245,0x2c,wall of tile 01D24A (room 0x2c),glass 0x1d7b88 (preset 0x27ca),0x1d7b88,,5,02044A.3 | 0x1d7c1c.1
silo,16,,warp,15.833,111.96,441,-1772,1279,0x39,monitor 0x1cbdcc (preset 0x0068),generic 0x1cc7dc (preset 0x005f),0x1cbdcc 0x1cc7dc,,2,0x1cbdcc.2 | 0x1cc7dc.0
control,28,,warp,0.00022,112.17,none found,-1373,-4318,0x18,wall of tile 07BE31 (room 0x18),door 0x1d8f2c (preset 0x0098),0x1d8f2c,,3,07BE31.0 | 0x1d8f2c.1
facility,22,,warp,27.908,112.42,573,711,1654,0x03,generic 0x1ca450 (preset 0x00d3),generic 0x1ca554 (preset 0x00d4),0x1ca450 0x1ca554,,2,0x1ca450.3 | 0x1ca554.1
archives,33,,warp,32.085,112.87,484,-373,-525,0x03,wall of tile 017E02 (room 0x03),generic 0x1cd8ec (preset 0x2738),0x1cd8ec,,2,017E02.2 | 0x1cd8ec.1
train,37,,warp,4.853,112.96,none found,-13329,364,0x35,generic 0x1c5020 (preset 0x278e),generic 0x1c5120 (preset 0x2790),0x1c5020 0x1c5120,,2,0x1c5020.5 | 0x1c5120.2
facility,23,,warp,0.000025,113.05,none found,7135,1275,0x30,wall of tile 092F1A (room 0x30),door 0x1c83ec (preset 0x0072),0x1c83ec,,5,092F1A.2 | 0x1c83ec.0
facility,24,,warp,0.000080,113.05,none found,308,2165,0x4d,wall of tile 00BD30 (room 0x4d),door 0x1c730c (preset 0x005b),0x1c730c,,4,01CE30.1 | 0x1c730c.2
facility,25,,warp,0.00012,113.05,none found,8076,-5167,0x42,wall of tile 0DE428 (room 0x42),door 0x1c7d0c (preset 0x0085),0x1c7d0c,,5,0DE428.0 | 0x1c7d0c.4
facility,26,,warp,0.00014,113.05,none found,7863,-5166,0x42,wall of tile 0DDD28 (room 0x42),door 0x1c7e0c (preset 0x0086),0x1c7e0c,,5,0DDD28.0 | 0x1c7e0c.0
archives,34,,warp,0.0000013,113.28,none found,-304,-1471,0x0d,wall of tile 110D09 (room 0x0d),door 0x1d25c8 (preset 0x012b),0x1d25c8,,5,0x1d25c8.0 | 110D09.0
archives,35,,warp,0.0000083,113.28,none found,-197,-1477,0x0d,wall of tile 110D0A (room 0x0d),door 0x1d25c8 (preset 0x012b),0x1d25c8,,5,0x1d25c8.4 | 110D0A.1
frigate,9,,warp,39.257,115.00,408,90,-2686,0x0a,generic 0x1e898c (preset 0x271c),generic 0x1ea2c4 (preset 0x273f),0x1e898c 0x1ea2c4,,7,0x1e8a0c.0 | 0x1ea2c4.3
caverns,19,,warp,26.308,115.09,664,-2196,1174,0x16,generic 0x1c6ad0 (preset 0x0070),generic 0x1c7934 (preset 0x0076),0x1c6ad0 0x1c7934,,3,0x1c6ad0.0 | 0x1c7934.1
jungle,14,,warp,35.314,115.93,632,22146,-4908,0x28,generic 0x1b5588 (preset 0x021a),generic 0x1b5608 (preset 0x021b),0x1b5588 0x1b5608,,4,0x1b5588.2 | 0x1b5608.1
caverns,20,,warp,51.400,116.73,none found,-4242,-858,0x33,wall of tile 072218 (room 0x33),generic 0x1c80d8 (preset 0x272b),0x1c80d8,,2,072218.1 | 0x1c80d8.0
dam,28,,warp,41.840,116.89,none found,14196,2105,0x6b,generic 0x1e5f70 (preset 0x0060),generic 0x1e6170 (preset 0x0068),0x1e5f70 0x1e6170,,2,0x1e5f70.0 | 0x1e6170.1
statue,4,secret area in,warp,28.459,117.40,none found,-12044,208,0x0f,wall of tile 0C5008 (room 0x0f),wall of tile 0C2408 (room 0x0f),,,2,0C2408.2 | 0C5008.1
surface_1,24,,warp,32.701,117.50,none found,6113,-18551,0x10,generic 0x1dcac8 (preset 0x2717),generic 0x1dcb48 (preset 0x2718),0x1dcac8 0x1dcb48,,2,0x1dcac8.2 | 0x1dcb48.0
archives,36,TAS agent glass warp,warp,0.000080,117.54,none found,197,-2038,0x37,wall of tile 015E19 (room 0x37),glass 0x1d43c8 (preset 0x271b),0x1d43c8,,3,015E19.0 | 0x1d43c8.1
caverns,21,,warp,38.641,117.72,431,-2200,-1939,0x35,generic 0x1c5f80 (preset 0x0097),generic 0x1c6088 (preset 0x0098),0x1c5f80 0x1c6088,,2,0x1c5f80.0 | 0x1c6088.2
facility,27,,warp,22.176,119.08,none found,983,1618,0x03,generic 0x1ca034 (preset 0x00cf),generic 0x1ca13c (preset 0x00d0),0x1ca034 0x1ca13c,,8,0x1ca034.0 | 0x1ca13c.2
facility,28,,warp,0.0000015,120.13,none found,1979,824,0x15,wall of tile 080C09 (room 0x15),door 0x1c9184 (preset 0x005e),0x1c9184,,3,080C09.0 | 0x1c9184.3
facility,29,,warp,0.0000066,120.13,none found,1979,717,0x15,wall of tile 080C0A (room 0x15),door 0x1c9184 (preset 0x005e),0x1c9184,,3,080C0A.1 | 0x1c9184.1
facility,30,,warp,0.0000015,120.13,none found,5208,824,0x28,wall of tile 01BF11 (room 0x28),door 0x1c9684 (preset 0x006c),0x1c9684,,4,01BF11.0 | 0x1c9684.0
facility,31,,warp,0.0000066,120.13,none found,5208,717,0x28,wall of tile 01BF12 (room 0x28),door 0x1c9684 (preset 0x006c),0x1c9684,,4,01BF12.1 | 0x1c9684.0
dam,29,,warp,48.949,120.18,345,14481,1720,0x6d,generic 0x1e5a70 (preset 0x005a),generic 0x1e5c70 (preset 0x0066),0x1e5a70 0x1e5c70,,2,0x1e5a70.0 | 0x1e5c70.1
facility,32,,warp,0.000015,120.96,none found,996,1329,0x03,wall of tile 076201 (room 0x03),door 0x1c9084 (preset 0x005c),0x1c9084,,3,076201.1 | 0x1c9084.2
facility,33,,warp,0.0000015,121.03,none found,3960,824,0x1b,wall of tile 10F309 (room 0x1b),door 0x1c9484 (preset 0x0061),0x1c9484,,3,0x1c9484.0 | 10F309.0
facility,34,Ted waz ere TASing,warp,0.0000066,121.03,none found,3960,717,0x1b,wall of tile 10F30A (room 0x1b),door 0x1c9484 (preset 0x0061),0x1c9484,,3,0x1c9484.0 | 10F30A.1
bunker_1,6,,warp,43.238,121.33,322,-1544,3060,0x1a,generic 0x1ce47c (preset 0x001e),generic 0x1cfc6c (preset 0x2744),0x1ce47c 0x1cfc6c,,2,0x1ce47c.2 | 0x1cfc6c.2
jungle,15,,warp,25.787,121.54,693,19022,-9716,0x20,generic 0x1aef10 (preset 0x0078),generic 0x1af110 (preset 0x007c),0x1aef10 0x1af110,,3,0x1aef10.0 | 0x1af110.3
facility,35,,warp,0.0000015,121.86,none found,4396,824,0x17,wall of tile 133A09 (room 0x17),door 0x1c9584 (preset 0x006b),0x1c9584,,4,0x1c9584.5 | 133A09.0
facility,36,,warp,0.0000066,121.86,none found,4396,717,0x17,wall of tile 133A0A (room 0x17),door 0x1c9584 (preset 0x006b),0x1c9584,,4,0x1c9584.1 | 133A0A.1
archives,37,,warp,41.663,122.13,316,-1003,838,0x1a,wall of tile 0F7208 (room 0x1a),generic 0x1cc4ec (preset 0x27ea),0x1cc4ec,,11,0F7208.1 | 0x1cc36c.0
dam,30,,warp,0.00027,122.23,240,16962,12656,0x6f,wall of tile 304020 (room 0x6f),glass 0x1e18d0 (preset 0x275f),0x1e18d0,,2,0x1e18d0.0 | 303A21.0
caverns,22,,warp,15.509,122.25,403,-2357,1013,0x16,generic 0x1c7204 (preset 0x0074),generic 0x1c7494 (preset 0x0075),0x1c7204 0x1c7494,,2,0x1c7204.1 | 0x1c7494.0
caverns,23,,warp,15.509,122.25,400,-3801,-1378,0x33,generic 0x1c5a60 (preset 0x0092),generic 0x1c5b64 (preset 0x0093),0x1c5a60 0x1c5b64,,2,0x1c5a60.0 | 0x1c5b64.2
caverns,24,,warp,43.957,122.61,none found,981,-3329,0x3b,wall of tile 041720 (room 0x3b),generic 0x1c66b0 (preset 0x00b6),0x1c66b0,,2,041720.0 | 0x1c66b0.2
surface_1,25,,warp,41.536,122.96,none found,6117,-18628,0x10,generic 0x1dcbc8 (preset 0x2719),generic 0x1dcc48 (preset 0x271a),0x1dcbc8 0x1dcc48,,2,0x1dcbc8.0 | 0x1dcc48.2
facility,37,,warp,0.00044,123.59,none found,8979,80,0x36,wall of tile 02BA20 (room 0x36),door 0x1c8b84 (preset 0x0075),0x1c8b84,,5,02BA20.2 | 0x1c8b84.2
caverns,25,,warp,13.817,124.53,398,-2093,1120,0x16,generic 0x1c6ad0 (preset 0x0070),generic 0x1c6bd8 (preset 0x0071),0x1c6ad0 0x1c6bd8,,2,0x1c6ad0.2 | 0x1c6bd8.0
jungle,16,,warp,45.594,124.96,none found,21212,-3526,0x29,wall of tile 04E420 (room 0x29),generic 0x1b4c68 (preset 0x0227),0x1b4c68,,2,04E420.2 | 0x1b4c68.3
facility,38,,warp,18.968,124.99,none found,7278,288,0x31,generic 0x1caa74 (preset 0x00d9),generic 0x1cab7c (preset 0x00da),0x1caa74 0x1cab7c,,9,0x1caa74.2 | 0x1cab7c.1
facility,39,,warp,0.0000076,126.31,none found,-704,592,0x0b,wall of tile 02D002 (room 0x0b),door 0x1c760c (preset 0x0051),0x1c760c,,4,010530.2 | 0x1c760c.4
facility,40,,warp,0.0000076,126.31,none found,-704,-359,0x0b,wall of tile 02ED01 (room 0x0b),door 0x1c740c (preset 0x004f),0x1c740c,,4,02ED01.0 | 0x1c740c.3
facility,41,,warp,0.0000085,126.31,none found,-917,598,0x0b,wall of tile 02D001 (room 0x0b),door 0x1c770c (preset 0x0052),0x1c770c,,4,010330.2 | 0x1c770c.0
facility,42,,warp,0.0000085,126.31,none found,-917,-353,0x0b,wall of tile 02ED02 (room 0x0b),door 0x1c750c (preset 0x0050),0x1c750c,,4,02ED02.1 | 0x1c750c.0
silo,17,,warp,30.121,126.64,436,1387,-1742,0x3a,monitor 0x1cbbcc (preset 0x005c),generic 0x1cc74c (preset 0x0057),0x1cbbcc 0x1cc74c,,2,0x1cbbcc.0 | 0x1cc74c.1
jungle,17,,warp,47.330,127.46,675,5215,-11293,0x16,generic 0x1abd10 (preset 0x009d),generic 0x1acb10 (preset 0x0036),0x1abd10 0x1acb10,,1,0x1abd10.3 | 0x1acb10.1
surface_1,26,,warp,39.923,127.54,577,5502,-19447,0x10,generic 0x1dd1c8 (preset 0x2723),generic 0x1dd248 (preset 0x2724),0x1dd1c8 0x1dd248,,9,0x1dd1c8.0 | 0x1dd248.3
archives,38,,warp,3.777,128.85,298,-1462,1052,0x1f,wall of tile 105D0A (room 0x1f),generic 0x1cc56c (preset 0x27eb),0x1cc56c,,2,0x1cc56c.2 | 105D0A.1
archives,39,,warp,45.464,130.62,501,-1954,-1713,0x31,generic 0x1cafec (preset 0x2726),generic 0x1cd4ec (preset 0x272d),0x1cafec 0x1cd4ec,,4,0x1cafec.1 | 0x1cd4ec.3
caverns,26,,warp,41.698,131.66,659,-1718,-1259,0x35,wall of tile 0B3E18 (room 0x35),monitor 0x1c9774 (preset 0x274d),0x1c9774,,2,0B3E18.2 | 0x1c9774.0
archives,40,,warp,23.386,131.76,306,128,1030,0x0e,generic 0x1d0df0 (preset 0x27fd),generic 0x1d1570 (preset 0x27ff),0x1d0df0 0x1d1570,,2,0x1d0df0.0 | 0x1d1570.3
silo,18,,warp,55.010,133.23,856,-1680,1657,0x39,wall of tile 042552 (room 0x39),monitor 0x1c6668 (preset 0x271b),0x1c6668,,2,042552.2 | 0x1c6668.1
caverns,27,,warp,40.230,133.41,402,-1464,1200,0x13,wall of tile 00CE08 (room 0x13),generic 0x1c4f10 (preset 0x0063),0x1c4f10,,2,00CE08.1 | 0x1c4f10.0
surface_1,27,,warp,30.289,134.11,496,-11809,-14776,0x18,generic 0x1ddfe8 (preset 0x2746),generic 0x1de168 (preset 0x2748),0x1ddfe8 0x1de168,,2,0x1ddfe8.3 | 0x1de168.0
aztec,9,,warp,32.328,134.27,502,-6923,2239,0x3e,generic 0x1e9c00 (preset 0x0096),generic 0x1e9e00 (preset 0x009a),0x1e9c00 0x1e9e00,,2,0x1e9c00.2 | 0x1e9e00.0
silo,19,,warp,47.994,136.42,1018,1247,-1468,0x3a,wall of tile 08185A (room 0x3a),generic 0x1c4808 (preset 0x005a),0x1c4808,,2,08185A.2 | 0x1c4808.0
caverns,28,,warp,34.212,136.85,381,-1390,1081,0x13,wall of tile 00CE08 (room 0x13),generic 0x1c4e0c (preset 0x0062),0x1c4e0c,,2,00CE08.1 | 0x1c4e0c.0
dam,31,,warp,22.950,136.85,395,-1167,-3683,0x5a,generic 0x1e4758 (preset 0x273a),generic 0x1e4968 (preset 0x273c),0x1e4758 0x1e4968,,4,0x1e4758.0 | 0x1e4968.4
silo,20,,warp,43.761,137.30,1078,1166,-1340,0x3a,wall of tile 00045A (room 0x3a),generic 0x1c4808 (preset 0x005a),0x1c4808,,2,00045A.2 | 0x1c4808.2
jungle,18,,warp,7.749,138.04,531,21438,-3310,0x29,generic 0x1b4be8 (preset 0x0226),generic 0x1b4ce8 (preset 0x0228),0x1b4be8 0x1b4ce8,,2,0x1b4be8.1 | 0x1b4ce8.0
facility,43,,warp,26.365,138.29,837,839,1674,0x03,generic 0x1ca13c (preset 0x00d0),generic 0x1ca450 (preset 0x00d3),0x1ca13c 0x1ca450,,2,0x1ca13c.0 | 0x1ca450.1
archives,41,,warp,1.607,138.32,693,-178,-2417,0x37,generic 0x1cb3ec (preset 0x27bd),generic 0x1cb4ec (preset 0x27bf),0x1cb3ec 0x1cb4ec,,2,0x1cb3ec.3 | 0x1cb4ec.1
jungle,19,,warp,4.330,138.68,521,19291,-4903,0x26,generic 0x1b4768 (preset 0x021d),generic 0x1b4b68 (preset 0x0225),0x1b4768 0x1b4b68,,4,0x1b4768.1 | 0x1b4b68.2
surface_1,28,,warp,20.151,138.98,1045,-11566,-14633,0x18,generic 0x1ddee8 (preset 0x2744),generic 0x1ddf68 (preset 0x2745),0x1ddee8 0x1ddf68,,2,0x1ddee8.2 | 0x1ddf68.0
bunker_2,17,,warp,58.050,139.05,430,-630,3983,0x1b,wall of tile 0B0A11 (room 0x1b),generic 0x1df294 (preset 0x271a),0x1df294,,2,0B0A11.0 | 0x1df294.2
archives,42,,warp,21.548,139.45,none found,-1599,507,0x0f,wall of tile 104B08 (room 0x0f),generic 0x1d1f30 (preset 0x281c),0x1d1f30,,2,0x1d1f30.2 | 104B08.3
surface_2,4,,warp,26.570,139.57,364,5479,-19542,0x10,generic 0x1eb530 (preset 0x272c),generic 0x1eb5b0 (preset 0x272d),0x1eb530 0x1eb5b0,,2,0x1eb530.5 | 0x1eb5b0.1
archives,43,,warp,5.461,139.65,697,-183,-1938,0x37,generic 0x1cb2ec (preset 0x27bb),generic 0x1cb36c (preset 0x27bc),0x1cb2ec 0x1cb36c,,2,0x1cb2ec.0 | 0x1cb36c.4
bunker_1,7,,warp,39.793,141.21,381,-2526,2586,0x0e,wall of tile 003612 (room 0x0e),generic 0x1ce9fc (preset 0x002e),0x1ce9fc,,2,003612.3 | 0x1ce9fc.0
jungle,20,,warp,26.686,142.24,694,21233,-4090,0x28,wall of tile 002D18 (room 0x28),generic 0x1b42e8 (preset 0x0210),0x1b42e8,,2,002D18.1 | 0x1b42e8.0
facility,44,,warp,37.816,142.44,none found,8907,1496,0x2d,wall of tile 038B18 (room 0x2d),gas_container 0x1cbb00 (preset 0x00f8),0x1cbb00,,2,038B18.2 | 0x1cbb00.1
facility,45,,warp,37.816,142.44,none found,8907,1337,0x2d,wall of tile 038B18 (room 0x2d),gas_container 0x1cbdd0 (preset 0x00fd),0x1cbdd0,,2,038B18.2 | 0x1cbdd0.1
control,29,,warp,0.000041,142.75,none found,-1082,-3174,0x12,wall of tile 07621A (room 0x12),door 0x1d968c (preset 0x0096),0x1d968c,,4,07621A.1 | 0x1d968c.0
facility,46,,warp,0.00012,144.52,none found,8037,-5180,0x41,wall of tile 10402A (room 0x41),door 0x1c9894 (preset 0x0083),0x1c9894,,4,0x1c9894.2 | 10402A.1
control,30,,warp,0.000035,146.53,none found,-1636,-637,0x3a,wall of tile 019449 (room 0x3a),door 0x1d88dc (preset 0x008f),0x1d88dc,,3,019449.0 | 0x1d88dc.0
statue,5,secret area out,warp,57.370,146.93,none found,-12339,310,0x10,wall of tile 0C2608 (room 0x10),wall of tile 0C3408 (room 0x10),,,2,0C2608.1 | 0C3408.1
archives,44,,warp,39.152,150.93,none found,-716,-3830,0x32,wall of tile 001810 (room 0x32),generic 0x1cd6ec (preset 0x2731),0x1cd6ec,,2,001810.0 | 0x1cd6ec.0
control,31,,warp,46.709,152.83,479,-4403,-1940,0x4b,wall of tile 000D50 (room 0x4b),generic 0x1d5290 (preset 0x0037),0x1d5290,,2,000D50.0 | 0x1d5290.0
dam,32,,warp,0.00027,154.16,198,16962,12408,0x6f,wall of tile 304222 (room 0x6f),glass 0x1e1950 (preset 0x2760),0x1e1950,,2,0x1e1950.0 | 304222.1
surface_1,29,,warp,8.950,156.10,439,-6769,-8344,0x1a,generic 0x1de350 (preset 0x274b),generic 0x1de550 (preset 0x274f),0x1de350 0x1de550,,2,0x1de350.3 | 0x1de550.0
dam,33,,warp,1.264,160.82,215,17255,19559,0x84,wall of tile 08E032 (room 0x84),glass 0x1e1e50 (preset 0x276e),0x1e1e50,,1,08E032.1 | 0x1e1e50.0
dam,34,,warp,14.599,163.02,940,17703,9429,0x6f,generic 0x1e2468 (preset 0x0154),generic 0x1e2888 (preset 0x0158),0x1e2468 0x1e2888,,4,0x1e2468.0 | 0x1e2888.1
archives,45,,warp,23.715,163.75,1055,-3581,-2303,0x2e,wall of tile 01FE10 (room 0x2e),generic 0x1ce56c (preset 0x2752),0x1ce56c,,2,01FE10.0 | 0x1ce56c.0
surface_1,30,,warp,17.528,164.00,321,8121,-15349,0x1b,generic 0x1db814 (preset 0x2751),generic 0x1dbd14 (preset 0x0020),0x1db814 0x1dbd14,,2,0x1db814.5 | 0x1dbd14.2
surface_2,5,,warp,17.528,164.00,321,8121,-15349,0x1b,generic 0x1ea600 (preset 0x278c),generic 0x1ea680 (preset 0x0023),0x1ea600 0x1ea680,,2,0x1ea600.5 | 0x1ea680.2
surface_2,6,,warp,59.411,164.15,none found,9541,-14852,0x1c,wall of tile 27E700 (room 0x1c),generic 0x1ea34c (preset 0x2789),0x1ea34c,,3,0x1ea34c.3 | 27E700.1
jungle,21,,warp,41.692,164.16,none found,19977,-3022,0x2a,wall of tile 01CD28 (room 0x2a),generic 0x1b4868 (preset 0x021f),0x1b4868,,2,01CD28.0 | 0x1b4868.0
facility,47,,warp,0.000055,164.40,none found,6580,-2497,0x44,wall of tile 104B2A (room 0x44),door 0x1c9994 (preset 0x0084),0x1c9994,,4,0x1c9994.0 | 104B2A.1
facility,48,,warp,3.006,165.86,none found,573,793,0x05,generic 0x1ca760 (preset 0x00d6),generic 0x1ca970 (preset 0x00d8),0x1ca760 0x1ca970,,3,0x1ca760.0 | 0x1ca970.2
dam,35,,warp,0.000059,167.00,258,17386,8706,0x6f,wall of tile 2F6121 (room 0x6f),door 0x1e6840 (preset 0x0006),0x1e6840,,3,0x1e6840.1 | 2F6121.1
depot,19,right train door,warp,1.315,167.86,none found,-1606,-421,0x59,wall of tile 04557A (room 0x59),door 0x1eed40 (preset 0x002f),0x1eed40,,2,04557A.1 | 0x1eed40.2
caverns,29,,warp,34.090,167.91,813,-3432,-6987,0x29,wall of tile 078918 (room 0x29),generic 0x1cbde0 (preset 0x00a2),0x1cbde0,,2,078918.0 | 0x1cbde0.1
aztec,10,black room boxes warp,warp,36.327,170.14,463,-5182,1001,0x3d,wall of tile 001D2A (room 0x3d),generic 0x1e9f80 (preset 0x00a0),0x1e9f80,,2,001D2A.1 | 0x1e9f80.0
facility,49,,warp,32.901,170.46,none found,8788,1501,0x2d,gas_container 0x1cb950 (preset 0x00f5),gas_container 0x1cbb00 (preset 0x00f8),0x1cb950 0x1cbb00,,2,0x1cb950.1 | 0x1cbb00.2
aztec,11,,warp,0.00012,170.48,none found,-1178,663,0x13,door 0x1e8124 (preset 0x0077),door 0x1e8224 (preset 0x0078),0x1e8124 0x1e8224,,3,0x1e8124.1 | 0x1e8224.0
frigate,10,,warp,29.781,171.40,none found,-79,-3038,0x09,generic 0x1e958c (preset 0x272f),generic 0x1ea344 (preset 0x2740),0x1e958c 0x1ea344,,7,0x1e938c.0 | 0x1ea344.3
jungle,22,,warp,40.600,172.22,927,-1258,-4658,0x08,wall of tile 06B401 (room 0x08),generic 0x1a8e10 (preset 0x008d),0x1a8e10,,1,06B401.1 | 0x1a8e10.2
jungle,23,,warp,36.214,172.31,649,-971,-5619,0x07,generic 0x1a8e90 (preset 0x008c),generic 0x1a9f10 (preset 0x000c),0x1a8e90 0x1a9f10,,1,0x1a8e90.2 | 0x1a9f10.1
jungle,24,,warp,40.997,172.55,492,19800,-4660,0x25,wall of tile 044A18 (room 0x25),generic 0x1b49e8 (preset 0x0222),0x1b49e8,,2,044A18.0 | 0x1b49e8.1
archives,46,,warp,4.811,172.64,607,-1781,1052,0x1c,wall of tile 106709 (room 0x1c),generic 0x1cc7ec (preset 0x27f1),0x1cc7ec,,2,0x1cc7ec.0 | 106709.1
caverns,30,,warp,45.079,173.02,none found,-3463,-6714,0x29,wall of tile 078818 (room 0x29),generic 0x1cb620 (preset 0x00af),0x1cb620,,4,078818.1 | 0x1cb620.1
caverns,31,,warp,6.717,173.69,540,-3581,-6951,0x29,generic 0x1cbde0 (preset 0x00a2),generic 0x1cbf60 (preset 0x00a5),0x1cbde0 0x1cbf60,,2,0x1cbde0.0 | 0x1cbf60.1
runway,3,,warp,41.744,173.72,471,9178,-5607,0x01,wall of tile 101500 (room 0x01),generic 0x1daf9c (preset 0x0022),0x1daf9c,,1,0x1daf9c.0 | 101500.1
depot,20,,warp,29.986,173.79,1061,-1053,-5098,0x42,generic 0x1ecd28 (preset 0x0143),generic 0x1ecdb8 (preset 0x0144),0x1ecd28 0x1ecdb8,,2,0x1ecd28.0 | 0x1ecdb8.3
train,38,,warp,52.950,173.84,874,-13882,80,0x35,wall of tile 0B6128 (room 0x35),generic 0x1c4e20 (preset 0x278a),0x1c4e20,,2,0B6128.0 | 0x1c4e20.1
caverns,32,,warp,24.286,174.28,508,-4012,-6990,0x29,generic 0x1cbe60 (preset 0x00a3),generic 0x1cbfe0 (preset 0x00a6),0x1cbe60 0x1cbfe0,,4,0x1cbe60.1 | 0x1cbfe0.0
facility,50,,warp,32.901,177.64,377,8712,3290,0x2e,gas_container 0x1cbc20 (preset 0x00fa),gas_container 0x1cbcb0 (preset 0x00fb),0x1cbc20 0x1cbcb0,,2,0x1cbc20.0 | 0x1cbcb0.2
train,39,,warp,39.940,178.56,486,7,-366,0x03,wall of tile 03C402 (room 0x03),generic 0x1c3910 (preset 0x271e),0x1c3910,,2,03C402.1 | 0x1c3910.0
train,40,,warp,0.93,178.58,none found,-13369,255,0x35,generic 0x1c5020 (preset 0x278e),generic 0x1c50a0 (preset 0x278f),0x1c5020 0x1c50a0,,2,0x1c5020.1 | 0x1c50a0.3
jungle,25,,warp,39.689,179.36,465,15885,-9679,0x1c,generic 0x1aea10 (preset 0x005e),generic 0x1af910 (preset 0x0085),0x1aea10 0x1af910,,1,0x1aea10.0 | 0x1af910.1
dam,36,,warp,22.028,182.96,none found,13915,2387,0x6a,generic 0x1e63f0 (preset 0x0069),glass 0x1e6470 (preset 0x2711),0x1e63f0 0x1e6470,,2,0x1e63f0.2 | 0x1e6470.0
control,32,,warp,0.000044,188.29,none found,1305,-1995,0x17,wall of tile 077431 (room 0x17),door 0x1d979c (preset 0x009b),0x1d979c,,4,077431.1 | 0x1d979c.2
jungle,26,,warp,59.680,189.32,none found,5935,-11717,0x16,wall of tile 046C08 (room 0x16),generic 0x1acb90 (preset 0x0035),0x1acb90,,1,046C08.0 | 0x1acb90.3
jungle,27,,warp,50.825,190.59,918,755,879,0x01,generic 0x1a8910 (preset 0x0097),generic 0x1aa690 (preset 0x0028),0x1a8910 0x1aa690,,1,0x1a8910.0 | 0x1aa690.2
frigate,11,flukey pipe warp,warp,7.340,190.74,none found,322,-2465,0x10,wall of tile 076319 (room 0x10),wall of tile 076B18 (room 0x10),,,2,076319.1 | 076B18.2
jungle,28,,warp,48.488,192.03,600,18831,-10496,0x1f,generic 0x1aed10 (preset 0x0057),generic 0x1afd10 (preset 0x007d),0x1aed10 0x1afd10,,1,0x1aed10.1 | 0x1afd10.0
facility,51,theoretical decoder door TAS warp,warp,0.00063,192.20,none found,8342,-2172,0x3d,wall of tile 0FE422 (room 0x3d),door 0x1c9794 (preset 0x0079),0x1c9794,,4,0FE422.1 | 0x1c9794.2
jungle,29,,warp,49.570,192.73,1339,660,764,0x01,generic 0x1a8890 (preset 0x0098),generic 0x1aa690 (preset 0x0028),0x1a8890 0x1aa690,,1,0x1a8890.1 | 0x1aa690.3
archives,47,some sterling warp no doubt,warp,33.506,195.07,695,-2601,-2823,0x2b,wall of tile 040210 (room 0x2b),generic 0x1cabec (preset 0x271e),0x1cabec,,16,01A711.0 | 0x1d31c8.1
control,33,,warp,0.000022,200.72,none found,1070,-1995,0x17,wall of tile 077432 (room 0x17),door 0x1d979c (preset 0x009b),0x1d979c,,5,077432.2 | 0x1d979c.1
aztec,12,,warp,38.505,205.30,417,-6496,560,0x3f,wall of tile 000028 (room 0x3f),generic 0x1e9a00 (preset 0x0093),0x1e9a00,,2,000028.0 | 0x1e9a00.0
control,34,,warp,0.000093,208.34,none found,1221,-1093,0x0b,wall of tile 03260A (room 0x0b),door 0x1d946c (preset 0x0092),0x1d946c,,5,03260A.4 | 0x1d946c.2
statue,6,,warp,28.015,208.61,none found,-11047,434,0x11,wall of tile 0C1708 (room 0x11),wall of tile 0C1A08 (room 0x11),,,2,0C1708.0 | 0C1A08.2
train,41,,warp,6.259,213.21,473,-1951,-256,0x08,generic 0x1c3e20 (preset 0x2728),generic 0x1c4aa0 (preset 0x2743),0x1c3e20 0x1c4aa0,,2,0x1c3e20.2 | 0x1c4aa0.4
train,42,,warp,6.259,213.21,494,-346,-130,0x03,generic 0x1c3990 (preset 0x2722),generic 0x1c3a10 (preset 0x2711),0x1c3990 0x1c3a10,,2,0x1c3990.2 | 0x1c3a10.4
bunker_2,18,,warp,33.376,213.53,545,-617,4396,0x1a,wall of tile 0B0E11 (room 0x1a),safe 0x1dc04c (preset 0x2759),0x1dc04c,,1,0B0E11.0 | 0x1dc04c.0
jungle,30,,warp,46.778,215.11,600,271,1644,0x01,generic 0x1a8690 (preset 0x009c),generic 0x1aa310 (preset 0x002c),0x1a8690 0x1aa310,,1,0x1a8690.3 | 0x1aa310.0
jungle,31,,warp,40.738,216.29,589,13859,-11518,0x1a,wall of tile 13DA10 (room 0x1a),generic 0x1aea90 (preset 0x005d),0x1aea90,,1,0x1aea90.0 | 13DA10.0
silo,21,,warp,8.069,221.15,none found,4977,2477,0x43,wall of tile 08A660 (room 0x43),generic 0x1c4388 (preset 0x004f),0x1c4388,,2,08A660.1 | 0x1c4388.3
silo,22,,warp,31.732,223.51,634,1547,-2179,0x3a,wall of tile 005258 (room 0x3a),monitor 0x1c5ac4 (preset 0x2716),0x1c5ac4,,2,005258.2 | 0x1c5ac4.0
dam,37,,warp,24.183,227.18,1451,18168,10471,0x6f,wall of tile 2FFE20 (room 0x6f),generic 0x1e59f0 (preset 0x016d),0x1e59f0,,2,0x1e59f0.0 | 2FFE20.1
